respondent_id,hidden_persona,age_group,gender,city_tier,region,occupation,income_range,accessory_purchase_frequency,preferred_shopping_channel,premium_purchase_driver,sustainability_importance,prior_eco_purchase,plant_based_leather_awareness,familiarity_with_sustainable_materials,preferred_material,openness_to_try,perceived_durability_vs_leather,preferred_first_experience,intended_use_case,preferred_finish,preferred_brand_style,preferred_brand_story,usual_budget_small_accessory,usual_budget_large_accessory,willingness_to_pay_extra,preferred_offer,likelihood_to_recommend,estimated_spending_score,purchase_intent_5level,purchase_intent_binary,interest_handbags,interest_wallets,interest_belts,interest_footwear,interest_tech_accessories,interest_apparel,interest_home_decor,interest_corporate_gifts,trust_premium_design,trust_durability,trust_water_resistance,trust_luxury_branding,trust_certification,trust_made_in_india,trust_farmer_story,trust_reasonable_pricing,concern_durability,concern_quality,concern_low_awareness,concern_high_price,concern_brand_trust,concern_appearance,concern_availability
1570,Value-seeking curious buyers,35-44,Non-binary,Metro,Central,Salaried,50k-100k,Once in 2-3 months,Shopping mall/store,Design/Aesthetics,2,"Yes, occasionally","No, never heard of it",1,Natural handcrafted material,3,4,Premium offline store,Gifting,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,First-time buyer discount,2,100,Probably would buy,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
1571,Design-first urban buyers,18-24,Male,Metro,South,Business Owner,25k-50k,Once in 2-3 months,Instagram/social commerce,Design/Aesthetics,3,No,Heard the term only,2,No strong preference,5,3,Designer boutique,Special occasions,Matte natural,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Limited edition packaging,5,100,Definitely would buy,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1572,Value-seeking curious buyers,25-34,Male,Tier 1,East,Salaried,Below 25k,Rarely,E-commerce marketplace,Quality/Durability,4,"Yes, occasionally","Yes, a little",4,Fabric/Canvas,5,2,Premium offline store,Daily personal use,Minimal modern,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Loyalty discount,5,80,Definitely would buy,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
1573,Value-seeking curious buyers,45-54,Female,Tier 2,East,Salaried,Below 25k,Rarely,Shopping mall/store,Quality/Durability,3,No,Heard the term only,2,Vegan leather,4,4,Online store,Daily personal use,Textured artisan,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,0%,Combo/bundle offer,2,86,Definitely would buy,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
1574,Skeptical traditional buyers,35-44,Female,Tier 1,West,Homemaker,Below 25k,Very often,Shopping mall/store,Quality/Durability,1,Heard of them but never purchased,Heard the term only,3,Recycled material,3,3,Premium offline store,Unlikely to buy,Classic leather-like,Handcrafted and artisanal,Cruelty-free innovation,5001-10000,10001-20000,Up to 5%,Combo/bundle offer,4,73,Probably would not buy,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1575,Eco-conscious premium adopters,18-24,Non-binary,Metro,North,Freelancer,50k-100k,Very often,Brand website,Sustainability,4,Heard of them but never purchased,"Yes, know it well",4,Recycled material,3,4,Pop-up exhibition,Fashion/styling,Glossy luxury,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,0%,Customization offer,3,100,Definitely would buy,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1576,Design-first urban buyers,25-34,Female,Tier 1,Central,Salaried,100k-200k,Monthly,Instagram/social commerce,Quality/Durability,3,"Yes, occasionally",Heard the term only,3,Vegan leather,3,4,Designer boutique,Gifting,Glossy luxury,Luxury and premium,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Customization offer,3,100,Not sure,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
1577,Skeptical traditional buyers,45-54,Female,Tier 2,West,Salaried,50k-100k,Rarely,Instagram/social commerce,Quality/Durability,2,No,"No, never heard of it",1,Natural handcrafted material,1,2,Pop-up exhibition,Daily personal use,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Free shipping,1,84,Definitely would not buy,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
1578,Skeptical traditional buyers,35-44,Male,Tier 1,East,Creative Professional,100k-200k,Rarely,Instagram/social commerce,Price/Value,3,No,Heard the term only,2,Genuine leather,2,2,Premium offline store,Fashion/styling,Minimal modern,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,0%,Combo/bundle offer,2,94,Definitely would not buy,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1
1579,Conscious gifting buyers,35-44,Female,Metro,Central,Salaried,Below 25k,Once in 2-3 months,Brand website,Quality/Durability,4,No,Heard the term only,1,Recycled material,4,2,Online store,Daily personal use,Classic leather-like,Handcrafted and artisanal,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,3,96,Definitely would buy,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1580,Conscious gifting buyers,35-44,Female,Tier 2,South,Salaried,100k-200k,Once in 2-3 months,Shopping mall/store,Design/Aesthetics,3,No,Heard the term only,4,Fabric/Canvas,4,2,Premium offline store,Gifting,Minimal modern,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Combo/bundle offer,5,100,Definitely would buy,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
1581,Conscious gifting buyers,45-54,Male,Tier 1,North,Business Owner,100k-200k,Rarely,Shopping mall/store,Price/Value,3,"Yes, occasionally","Yes, a little",3,Vegan leather,4,3,Social media page,Gifting,Glossy luxury,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,First-time buyer discount,4,100,Definitely would buy,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1582,Design-first urban buyers,25-34,Female,Metro,Central,Business Owner,25k-50k,Once in 2-3 months,E-commerce marketplace,Design/Aesthetics,3,No,"Yes, a little",3,No strong preference,4,4,Marketplace,Fashion/styling,Minimal modern,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,11%-20%,Customization offer,5,100,Definitely would buy,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1583,Design-first urban buyers,35-44,Female,Metro,East,Creative Professional,Below 25k,Monthly,Brand website,Exclusivity,4,Heard of them but never purchased,"Yes, a little",4,Recycled material,4,3,Premium offline store,Gifting,Classic leather-like,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,0%,Loyalty discount,5,100,Definitely would buy,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0
1584,Design-first urban buyers,18-24,Male,Tier 1,South,Freelancer,50k-100k,Very often,E-commerce marketplace,Sustainability,5,No,"Yes, a little",2,Genuine leather,4,2,Pop-up exhibition,Fashion/styling,Textured artisan,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Limited edition packaging,5,100,Definitely would buy,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1585,Value-seeking curious buyers,18-24,Female,Tier 1,South,Salaried,100k-200k,Almost never,Boutique/designer store,Design/Aesthetics,3,"Yes, occasionally","No, never heard of it",1,No strong preference,3,3,Online store,Office/professional use,Classic leather-like,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,3,100,Definitely would buy,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1586,Conscious gifting buyers,45-54,Male,Tier 2,North,Salaried,25k-50k,Monthly,Instagram/social commerce,Exclusivity,4,"Yes, occasionally",Heard the term only,2,Fabric/Canvas,5,2,Pop-up exhibition,Special occasions,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,0%,Loyalty discount,5,100,Definitely would buy,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
1587,Design-first urban buyers,18-24,Female,Metro,North,Student,100k-200k,Very often,E-commerce marketplace,Quality/Durability,3,No,"Yes, know it well",4,Genuine leather,4,3,Premium offline store,Office/professional use,Minimal modern,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Combo/bundle offer,4,100,Definitely would buy,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1588,Value-seeking curious buyers,35-44,Male,Tier 3,South,Student,No income,Once in 2-3 months,Instagram/social commerce,Quality/Durability,4,"Yes, occasionally","Yes, know it well",4,Vegan leather,3,3,Pop-up exhibition,Unlikely to buy,Minimal modern,Sustainable and conscious,Cruelty-free innovation,5001-10000,10001-20000,Up to 5%,Free shipping,2,74,Definitely would buy,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1589,Design-first urban buyers,18-24,Female,Tier 1,Northeast,Salaried,25k-50k,Very often,Shopping mall/store,Design/Aesthetics,4,Heard of them but never purchased,"Yes, a little",4,Recycled material,4,4,Designer boutique,Special occasions,Classic leather-like,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,Above 20%,Combo/bundle offer,4,100,Definitely would buy,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1590,Eco-conscious premium adopters,18-24,Male,Tier 1,East,Creative Professional,50k-100k,Almost never,Brand website,Exclusivity,4,No,"Yes, a little",3,Vegan leather,3,3,Pop-up exhibition,Fashion/styling,Glossy luxury,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,6%-10%,Loyalty discount,3,100,Definitely would buy,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
1591,Eco-conscious premium adopters,25-34,Female,Tier 2,Northeast,Salaried,100k-200k,Monthly,Shopping mall/store,Sustainability,5,No,"Yes, know it well",3,Fabric/Canvas,4,3,Social media page,Fashion/styling,Minimal modern,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,Combo/bundle offer,5,100,Definitely would buy,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0
1592,Eco-conscious premium adopters,18-24,Female,Tier 1,Central,Business Owner,100k-200k,Once in 2-3 months,E-commerce marketplace,Sustainability,5,No,"Yes, know it well",5,Recycled material,5,3,Designer boutique,Special occasions,Matte natural,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,0%,Customization offer,5,100,Definitely would buy,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
1593,Conscious gifting buyers,25-34,Male,Metro,South,Business Owner,25k-50k,Rarely,E-commerce marketplace,Design/Aesthetics,2,"Yes, occasionally",Heard the term only,2,Natural handcrafted material,3,3,Pop-up exhibition,Unlikely to buy,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Limited edition packaging,4,94,Probably would buy,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1594,Design-first urban buyers,18-24,Male,Metro,West,Student,Below 25k,Once in 2-3 months,Instagram/social commerce,Design/Aesthetics,2,"Yes, occasionally","Yes, a little",3,Genuine leather,4,5,Premium offline store,Fashion/styling,Glossy luxury,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Customization offer,4,100,Definitely would buy,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1595,Skeptical traditional buyers,45-54,Male,Tier 1,South,Homemaker,50k-100k,Once in 2-3 months,E-commerce marketplace,Quality/Durability,3,"Yes, occasionally","No, never heard of it",1,Genuine leather,4,3,Marketplace,Fashion/styling,Classic leather-like,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Probably would buy,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1596,Skeptical traditional buyers,25-34,Female,Tier 2,West,Student,Above 200k,Monthly,Brand website,Quality/Durability,2,Heard of them but never purchased,Heard the term only,2,Vegan leather,1,2,Social media page,Fashion/styling,Glossy luxury,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,0%,Loyalty discount,1,100,Definitely would not buy,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1597,Eco-conscious premium adopters,18-24,Female,Metro,West,Freelancer,50k-100k,Once in 2-3 months,E-commerce marketplace,Price/Value,5,"Yes, occasionally","Yes, a little",3,Natural handcrafted material,4,3,Premium offline store,Gifting,Minimal modern,Handcrafted and artisanal,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,Limited edition packaging,4,100,Definitely would buy,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1598,Eco-conscious premium adopters,18-24,Female,Metro,South,Creative Professional,100k-200k,Monthly,Brand website,Price/Value,4,No,"Yes, a little",3,Natural handcrafted material,5,4,Social media page,Office/professional use,Classic leather-like,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
1599,Skeptical traditional buyers,55+,Female,Tier 1,Northeast,Student,25k-50k,Almost never,Instagram/social commerce,Price/Value,3,No,Heard the term only,2,Natural handcrafted material,2,3,Marketplace,Unlikely to buy,Glossy luxury,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,6%-10%,First-time buyer discount,1,95,Probably would buy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1600,Design-first urban buyers,18-24,Male,Metro,South,Student,Below 25k,Once in 2-3 months,Brand website,Design/Aesthetics,3,No,"Yes, a little",4,Recycled material,3,4,Premium offline store,Gifting,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,First-time buyer discount,3,100,Probably would buy,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
1601,Conscious gifting buyers,35-44,Female,Tier 2,West,Student,50k-100k,Rarely,Exhibitions/pop-ups,Sustainability,3,No,Heard the term only,2,Vegan leather,3,4,Pop-up exhibition,Fashion/styling,Matte natural,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Customization offer,3,100,Not sure,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0
1602,Eco-conscious premium adopters,18-24,Non-binary,Tier 1,Central,Business Owner,100k-200k,Very often,E-commerce marketplace,Sustainability,5,No,"Yes, know it well",5,Vegan leather,4,4,Premium offline store,Special occasions,Matte natural,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,First-time buyer discount,4,100,Definitely would buy,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
1603,Skeptical traditional buyers,55+,Female,Tier 2,North,Business Owner,No income,Rarely,Shopping mall/store,Sustainability,2,No,Heard the term only,3,Natural handcrafted material,4,2,Premium offline store,Unlikely to buy,Textured artisan,Handcrafted and artisanal,Modern premium Indian roots,5001-10000,10001-20000,Up to 5%,Limited edition packaging,4,69,Probably would not buy,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1604,Skeptical traditional buyers,35-44,Male,Tier 3,Central,Creative Professional,No income,Very often,Shopping mall/store,Price/Value,1,Heard of them but never purchased,Heard the term only,2,No strong preference,1,2,Social media page,Fashion/styling,Glossy luxury,Minimal and modern,Modern premium Indian roots,1000-2500,2000-5000,0%,Loyalty discount,1,45,Definitely would not buy,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1605,Design-first urban buyers,35-44,Female,Metro,West,Salaried,50k-100k,Monthly,E-commerce marketplace,Design/Aesthetics,2,No,"Yes, a little",3,Natural handcrafted material,4,3,Designer boutique,Fashion/styling,Classic leather-like,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,11%-20%,Customization offer,4,100,Definitely would buy,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
1606,Design-first urban buyers,25-34,Female,Metro,Central,Student,50k-100k,Monthly,Instagram/social commerce,Quality/Durability,3,Heard of them but never purchased,"Yes, know it well",5,No strong preference,5,4,Premium offline store,Special occasions,Matte natural,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,0%,Customization offer,5,100,Definitely would buy,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
1607,Conscious gifting buyers,45-54,Female,Tier 2,West,Salaried,50k-100k,Once in 2-3 months,Instagram/social commerce,Sustainability,4,Heard of them but never purchased,"Yes, a little",3,Recycled material,3,5,Marketplace,Gifting,Glossy luxury,Luxury and premium,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Customization offer,4,100,Definitely would buy,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
1608,Design-first urban buyers,25-34,Male,Tier 1,West,Salaried,25k-50k,Very often,E-commerce marketplace,Exclusivity,3,No,"Yes, know it well",5,Genuine leather,4,5,Premium offline store,Special occasions,Glossy luxury,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,First-time buyer discount,2,100,Definitely would buy,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
1609,Value-seeking curious buyers,25-34,Non-binary,Tier 1,Central,Salaried,Below 25k,Monthly,Shopping mall/store,Sustainability,4,No,Heard the term only,3,No strong preference,3,4,Social media page,Unlikely to buy,Glossy luxury,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,0%,Free shipping,4,100,Definitely would buy,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1610,Value-seeking curious buyers,35-44,Female,Tier 3,Central,Creative Professional,Below 25k,Rarely,E-commerce marketplace,Sustainability,3,No,"Yes, a little",4,No strong preference,3,4,Marketplace,Gifting,Minimal modern,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,2,80,Definitely would buy,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1611,Design-first urban buyers,25-34,Male,Tier 1,Central,Creative Professional,50k-100k,Very often,Instagram/social commerce,Design/Aesthetics,5,"Yes, occasionally","Yes, know it well",5,Fabric/Canvas,5,3,Online store,Fashion/styling,Classic leather-like,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1612,Skeptical traditional buyers,25-34,Female,Rural,West,Homemaker,Below 25k,Rarely,Shopping mall/store,Price/Value,2,Heard of them but never purchased,"Yes, know it well",4,Genuine leather,1,4,Online store,Gifting,Textured artisan,Minimal and modern,Modern premium Indian roots,5001-10000,10001-20000,11%-20%,Limited edition packaging,1,72,Not sure,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1613,Skeptical traditional buyers,25-34,Male,Rural,East,Homemaker,No income,Almost never,Shopping mall/store,Price/Value,4,No,"Yes, a little",5,No strong preference,3,3,Marketplace,Daily personal use,Minimal modern,Luxury and premium,Supports Northeast farmers,2501-5000,5001-10000,0%,Loyalty discount,1,50,Not sure,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1614,Design-first urban buyers,18-24,Female,Metro,South,Business Owner,Above 200k,Once in 2-3 months,Instagram/social commerce,Brand Image,3,No,"Yes, a little",2,No strong preference,5,3,Social media page,Fashion/styling,Classic leather-like,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Customization offer,5,100,Definitely would buy,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1615,Skeptical traditional buyers,35-44,Male,Tier 2,South,Salaried,25k-50k,Almost never,Shopping mall/store,Quality/Durability,3,"Yes, occasionally",Heard the term only,3,Genuine leather,2,3,Premium offline store,Office/professional use,Minimal modern,Luxury and premium,Supports Northeast farmers,2501-5000,5001-10000,0%,Customization offer,3,55,Probably would not buy,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1616,Eco-conscious premium adopters,25-34,Male,Tier 1,West,Salaried,50k-100k,Monthly,Exhibitions/pop-ups,Price/Value,5,Heard of them but never purchased,"Yes, know it well",5,Natural handcrafted material,4,3,Social media page,Office/professional use,Matte natural,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,6%-10%,Combo/bundle offer,5,100,Definitely would buy,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
1617,Eco-conscious premium adopters,18-24,Female,Metro,East,Salaried,Above 200k,Rarely,Brand website,Design/Aesthetics,4,"Yes, occasionally","Yes, know it well",4,Vegan leather,5,3,Online store,Gifting,Classic leather-like,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,6%-10%,Limited edition packaging,4,100,Definitely would buy,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
1618,Value-seeking curious buyers,25-34,Female,Tier 3,West,Freelancer,No income,Once in 2-3 months,E-commerce marketplace,Quality/Durability,4,Heard of them but never purchased,Heard the term only,3,Vegan leather,4,4,Social media page,Office/professional use,Textured artisan,Minimal and modern,Sustainable luxury,5001-10000,10001-20000,11%-20%,Free shipping,4,78,Definitely would buy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
